entidad,nit_entidad,departamento_entidad,ciudad_entidad,ordenentidad,codigo_pci,id_del_proceso,referencia_del_proceso,ppi,id_del_portafolio,nombre_del_procedimiento,descripci_n_del_procedimiento,fase,fecha_de_publicacion_del,fecha_de_ultima_publicaci,fecha_de_publicacion_fase_3,precio_base,modalidad_de_contratacion,justificaci_n_modalidad_de,duracion,unidad_de_duracion,ciudad_de_la_unidad_de,nombre_de_la_unidad_de,proveedores_invitados,proveedores_con_invitacion,visualizaciones_del,proveedores_que_manifestaron,respuestas_al_procedimiento,respuestas_externas,conteo_de_respuestas_a_ofertas,proveedores_unicos_con,numero_de_lotes,estado_del_procedimiento,id_estado_del_procedimiento,adjudicado,id_adjudicacion,codigoproveedor,departamento_proveedor,ciudad_proveedor,valor_total_adjudicacion,nombre_del_adjudicador,nombre_del_proveedor,nit_del_proveedor_adjudicado,codigo_principal_de_categoria,estado_de_apertura_del_proceso,tipo_de_contrato,subtipo_de_contrato,categorias_adicionales,urlproceso,codigo_entidad,estado_resumen,fecha_de_recepcion_de,fecha_de_apertura_efectiva,fecha_de_publicacion_fase_2,fecha_de_apertura_de_respuesta,fecha_adjudicacion,fecha_de_publicacion
FONDO DE VALORIZACION DEL MUNICIPIO DE MEDELLIN,900158929,Antioquia,Medellín,Territorial,Centralizada,CO1.REQ.3083804,CPS 092,712170091,CO1.BDOS.3000302,Prestación de servicios profesionales como contratista independiente; sin vínculo laboral por su propia cuenta y riesgo en el Proceso de Planeación Estratégica y en el Proceso Conceptualización; estru,"Prestación de servicios profesionales como contratista independiente, sin vínculo laboral por su propia cuenta y riesgo en el Proceso de Planeación Estratégica y en el Proceso Conceptualización, estructuración y diseño del Fondo de Valorización del Municipio de Medellín",Fase de ofertas,2022-07-01T00:00:00.000,2022-07-01T00:00:00.000,2022-07-01T00:00:00.000,28798950,Contratación directa,Servicios profesionales y apoyo a la gestión,6,Mes(es),No Aplica,UC FONVALMED,0,0,0,0,0,0,0,0,0,Seleccionado,70,No,No Adjudicado,No Definido,No Definido,No Definido,0,No Adjudicado,No Definido,No Definido,V1.80101506,Abierto,Prestación de servicios,No Definido,No definido,{'url': 'https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.3004953'},712170091,Fase de ofertas,,,,,,
DEPARTAMENTO DE CUNDINAMARCA- SECRETARIA DE SALUD,899999114,Distrito Capital de Bogotá,Bogotá,Territorial,Centralizada,CO1.REQ.3085206,SS-CDCVI-604-2022,703984526,CO1.BDOS.3002299,EMPRESA SOCIAL DEL ESTADO CENTRO DE SALUD SAN FRANCISCO DE SALES,"Financiar los gastos de operación de la E.S.E CENTRO DE SALUD SAN FRANCISCO DE SALES, con los recursos asignados del Sistema General de Participaciones (SGP) en el Subcomponente de subsidio a la oferta para la vigencia 2022",Fase de ofertas,2022-07-01T00:00:00.000,2022-07-01T00:00:00.000,2022-07-01T00:00:00.000,86701633,Contratación directa,Contratos o convenios Interadministrativos (valor cero),170,día(s),No Aplica,DIRECCIÓN ADMINISTRATIVA Y FINANCIERA SECRETARIA SALUD,0,0,0,0,0,0,0,0,0,Seleccionado,70,No,No Adjudicado,No Definido,No Definido,No Definido,0,No Adjudicado,No Definido,No Definido,V1.85101500,Abierto,Otro,No Definido,No definido,{'url': 'https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.3005723'},703984526,Fase de ofertas,,,,,,
HOSPITAL UNIVERSITARIO DE SINCELEJO-ESE,892280033,Sucre,Sincelejo,Territorial,Centralizada,CO1.REQ.3081481,HUS-SOCD-0133-2022,707451597,CO1.BDOS.2999188,PATOLOGOS ASOCIADOS DE SUCRE,"PRESTAR LOS SERVICIOS DE APOYO DIAGNOSTICO EN PATOLOGÍA, PARA LA ATENCIÓN DE LOS PACIENTES, POR LOS SERVICIOS DE URGENCIAS, HOSPITALIZACIÓN Y AMBULATORIOS EN LA E.S.E. HOSPITAL UNIVERSITARIO DE SINCELEJO.",Presentación de oferta,2022-07-01T00:00:00.000,2022-07-01T00:00:00.000,2022-07-01T00:00:00.000,8000000,Contratación directa,Servicios profesionales y apoyo a la gestión,0,día(s),Sincelejo,Subgerencia Asistencial,0,0,0,0,0,0,0,0,0,Seleccionado,70,No,No Adjudicado,No Definido,No Definido,No Definido,0,No Adjudicado,No Definido,No Definido,V1.85121600,Abierto,Prestación de servicios,No Definido,No definido,{'url': 'https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.3003789'},707451597,Presentación de oferta,,,,,,
CENTRAL DE TRANSPORTES ESTACION CUCUTA,8905014335,Norte de Santander,Cúcuta,Territorial,Centralizada,CO1.REQ.3083026,INVITACIÓN PARA COTIZAR 009-2022,706895679,CO1.BDOS.3000539,IMPRESION DE CARNETS,IMPRESIÓN DE CARNETS,Presentación de oferta,2022-07-01T00:00:00.000,2022-07-01T00:00:00.000,2022-07-01T00:00:00.000,0,Solicitud de información a los Proveedores,No,0,día(s),Cúcuta,OFICINA JURÍDICA,612,0,8,0,2,0,0,2,0,Evaluación,60,No,No Adjudicado,No Definido,No Definido,No Definido,0,No Adjudicado,No Definido,No Definido,V1.55121800,Abierto,No,No Definido,"V114111815, V114121812, V145121719, V145141604, V160106105, V160121011, V182131604, V182141601",{'url': 'https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.3003947'},706895679,Presentación de oferta,2022-07-08T00:00:00.000,2022-07-01T00:00:00.000,,,,
INSTITUCIÓN UNIVERSITARIA ITM,800214750,Antioquia,Medellín,Nacional,Centralizada,CO1.REQ.3085208,DSG 3527 DE 2022,703000075,CO1.BDOS.3002703,PRESTACIÓN DE SERVICIOS COMO CONTRATISTA INDEPENDIENTE SIN VÍNCULO LABORAL; POR SU CUENTA Y RIESGO; PARA EL APOYO A LA GESTIÓN DE LA OFICINA DEPARTAMENTO DE PERSONAL,"PRESTACIÓN DE SERVICIOS COMO CONTRATISTA INDEPENDIENTE SIN VÍNCULO LABORAL, POR SU CUENTA Y RIESGO, PARA EL APOYO A LA GESTIÓN DE LA OFICINA DEPARTAMENTO DE PERSONAL",Fase de ofertas,2022-07-01T00:00:00.000,2022-07-01T00:00:00.000,2022-07-01T00:00:00.000,29365104,Contratación directa,Servicios profesionales y apoyo a la gestión,180,día(s),Medellín,SECRETARÍA GENERAL,0,0,0,0,0,0,0,0,0,Seleccionado,70,No,No Adjudicado,No Definido,No Definido,No Definido,0,No Adjudicado,No Definido,No Definido,V1.80111600,Abierto,Prestación de servicios,No Definido,No definido,{'url': 'https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.3005822'},703000075,Fase de ofertas,,,,,,
MINVIVIENDA,900463725,No Definido,No Definido,Nacional,Centralizada,CO1.REQ.3085409,MVCT-0837-2022,700262025,CO1.BDOS.3003017,JAVIER ANTONIO VILLARREAL VILLAQUIRÁN,"Prestación de servicios profesionales para apoyar jurídicamente a la Dirección
del Sistema Habitacional en la revisión y análisis de la normatividad vigente y
la documentación jurídica necesaria para la formulación e implementación de
la política de vivienda urbana.",Presentación de oferta,2022-07-01T00:00:00.000,2022-07-01T00:00:00.000,2022-07-01T00:00:00.000,48000000,Contratación directa,Servicios profesionales y apoyo a la gestión,6,Mes(es),Bogotá,SUBDIRECCION DE SERVICIOS ADMINISTRATIVOS - GRUPO CONTRATOS,0,0,0,0,0,0,0,0,0,Seleccionado,70,No,No Adjudicado,No Definido,No Definido,No Definido,0,No Adjudicado,No Definido,No Definido,V1.80121601,Abierto,Prestación de servicios,No Definido,No definido,{'url': 'https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.3005650'},700262025,Presentación de oferta,,,,,,
SANTIAGO DE CALI DISTRITO ESPECIAL -DEPARTAMENTO ADMINISTRATIVO DE DESARROLLO E INNOVACION INSTITUCIONAL,890399011,Valle del Cauca,Cali,Territorial,Centralizada,CO1.REQ.3085375,4137.010.32.1.185-2022,704025808,CO1.BDOS.3002494,PRESTACIÓN DE SERVICIOS APOYO A LA GESTION,Prestar los servicios de apoyo a la gestión con el fin de brindar soporte a las actividades adelantadas en la Subdirección de Gestión Estratégica del Talento Humano del Departamento Administrativo de Desarrollo e Innovación Institucional.,Presentación de oferta,2022-07-01T00:00:00.000,2022-07-01T00:00:00.000,2022-07-01T00:00:00.000,11808000,Contratación directa,Servicios profesionales y apoyo a la gestión,179,día(s),Cali,CONTRATACION DADII,0,0,0,0,0,0,0,0,0,Seleccionado,70,No,No Adjudicado,No Definido,No Definido,No Definido,0,No Adjudicado,No Definido,No Definido,V1.80111501,Abierto,Prestación de servicios,No Definido,V180111500,{'url': 'https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.3006648'},704025808,Presentación de oferta,,,,,,
INSTITUTO NACIONAL DE VIGILANCIA DE MEDICAMENTOS Y ALIMENTOS //,830000167,Distrito Capital de Bogotá,Bogotá,Nacional,Centralizada,CO1.REQ.3085514,SASI 009 DE 2022 (Presentación de oferta),700577042,CO1.BDOS.2977842,EQUIPOS AUXILIARES (Presentación de oferta),"Prestar los servicios de intervenciones metrológicas de los equipos auxiliares de la Oficina de Laboratorios y Control de Calidad del Instituto Nacional de Vigilancia de Medicamentos y Alimentos - INVIMA, incluyendo repuestos y/o partes para el efecto.",Presentación de oferta,2022-07-01T00:00:00.000,2022-07-01T00:00:00.000,2022-07-01T00:00:00.000,148086447,Selección abreviada subasta inversa,Suministro de bienes y servicios de características técnicas uniformes y común utilización,4,Mes(es),Bogotá,Grupo de Gestion Contractual,0,0,26,0,22,0,14,8,7,Seleccionado,70,Si,CO1.AWD.1386304,702637026,Distrito Capital de Bogotá,No Definido,7557260,Karla Mayelis Mengual Redondo,KASAI SAS,8000780008,V1.81101703,Cerrado,Prestación de servicios,No Definido,"V141116104, V141116107, V141116118, V181101605, V181101701, V181101706, V181141504",{'url': 'https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.3006261'},700577042,Adjudicado,2022-07-12T00:00:00.000,2022-07-28T00:00:00.000,,2022-07-28T00:00:00.000,2022-08-05T00:00:00.000,
FONDO FINANCIERO DISTRITAL DE SALUD..,8002469532,Distrito Capital de Bogotá,No Definido,Territorial,Centralizada,CO1.REQ.3069078,FFDS-CD-0242-2022,701993388,CO1.BDOS.2986695,Prestar los servicios profesionales especializados; en la Oficina Asesora de Comunicaciones de la Secretaría Distrital de Salud; conducentes al diseño; planeación; ejecución; y seguimiento de campañas,"Prestar los servicios profesionales especializados, en la Oficina Asesora de Comunicaciones de la Secretaría Distrital de Salud, conducentes al diseño, planeación, ejecución, y seguimiento de campañas y acciones de comunicación institucionales, en respuesta a las necesidades de las diferentes dependencias de la SDS.",Fase de ofertas,2022-07-01T00:00:00.000,2022-07-01T00:00:00.000,2022-07-01T00:00:00.000,40714500,Contratación directa,Servicios profesionales y apoyo a la gestión,6,Mes(es),Bogotá,SUBDIRECCION DE CONTRATACIÓN,0,0,0,0,0,0,0,0,0,Seleccionado,70,No,No Adjudicado,No Definido,No Definido,No Definido,0,No Adjudicado,No Definido,No Definido,V1.80111500,Abierto,Prestación de servicios,No Definido,"V180111600, V180111700, V183121700",{'url': 'https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.3004810'},701993388,Fase de ofertas,,,,,,
SISTEMA ESTRATEGICO DE TRANSPORTE PUBLICO DE SANTA MARTA S.A.S.,900342579,Magdalena,Santa Marta,Territorial,Centralizada,CO1.REQ.3084444,OPS245-2022,710121666,CO1.BDOS.3001759,PRESTACION DE SERVICIOS,"Prestar por sus propios medios, con plena autonomía técnica, administrativa y operacional, sus servicios de apoyo a la gestión de la Secretaría General del Sistema Estratégico de Transporte Público de Santa Marta.",Fase de ofertas,2022-07-01T00:00:00.000,2022-07-01T00:00:00.000,2022-07-01T00:00:00.000,5432000,Contratación directa,Servicios profesionales y apoyo a la gestión,2,Mes(es),No Aplica,GESTIÓN JURÍDICA Y CONTRATACIÓN,0,0,0,0,0,0,0,0,0,Seleccionado,70,No,No Adjudicado,No Definido,No Definido,No Definido,0,No Adjudicado,No Definido,No Definido,V1.80111600,Abierto,Prestación de servicios,No Definido,No definido,{'url': 'https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.3004870'},710121666,Fase de ofertas,,,,,,
DIRECCION DISTRITAL DE LIQUIDACIONES,802024911,Atlántico,Barranquilla,Territorial,Descentralizada,CO1.REQ.3075884,066-2022,711760322,CO1.BDOS.2993749,WILMAN ALFONSO MORALES HERAZO,PRESTACIÓN DE SERVICIOS DE APOYO A LA GESTIÓN DEL ÁREA DE COBRO COACTIVO DE LA DIRECCIÓN DISTRITAL DE LIQUIDACIONES.,Presentación de oferta,2022-07-01T00:00:00.000,2022-07-01T00:00:00.000,2022-07-01T00:00:00.000,15000000,Contratación directa,Servicios profesionales y apoyo a la gestión,6,Mes(es),No Aplica,UNIDAD DE CONTRATACION DDL,0,0,0,0,0,0,0,0,0,Seleccionado,70,No,No Adjudicado,No Definido,No Definido,No Definido,0,No Adjudicado,No Definido,No Definido,V1.80111620,Abierto,Prestación de servicios,No Definido,No definido,{'url': 'https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.3004033'},711760322,Presentación de oferta,,,,,,
JEP,901140004,Distrito Capital de Bogotá,Bogotá,Nacional,Centralizada,CO1.REQ.3083565,JEP-CSPO-501-2022,703840058,CO1.BDOS.3001412,PRESTAR SERVICIOS PROFESIONALES PARA APOYAR Y ACOMPAÑAR EN LOS PROCESOS DE MEJORAMIENTO DE LA GESTIÓN JUDICIAL DE LA SECRETARIA GENERAL JUDICIAL,PRESTAR SERVICIOS PROFESIONALES PARA APOYAR Y ACOMPAÑAR EN LOS PROCESOS DE MEJORAMIENTO DE LA GESTIÓN JUDICIAL DE LA SECRETARIA GENERAL JUDICIAL,Presentación de oferta,2022-07-01T00:00:00.000,2022-07-01T00:00:00.000,2022-07-01T00:00:00.000,18070350,Contratación régimen especial,Regla aplicable,150,día(s),No Aplica,Subdirección de Contratación JEP,0,0,0,0,0,0,0,0,0,Seleccionado,70,No,No Adjudicado,No Definido,No Definido,No Definido,0,No Adjudicado,No Definido,No Definido,V1.93151507,Abierto,Prestación de servicios,No Definido,No definido,{'url': 'https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.3004438'},703840058,Presentación de oferta,,,,,,
CONCEJO DISTRITAL DE BARRANQUILLA,802003327,Atlántico,Barranquilla,Territorial,Centralizada,CO1.REQ.3083037,CPS-200-2022,714296092,CO1.BDOS.3000752,CONTRATACIÓN DIRECTA - CONTRATO DE PRESTACIÓN DE SERVICIOS COMO APOYO A LA GESTIÓN,PRESTACION DE SERVICIOS DE APOYO A LA GESTIÓN EN ACTIVIDADES LOGÍSTICAS Y MISIONALES DEL HONORABLE CONCEJO DISTRITAL DE BARRANQUILLA,Presentación de oferta,2022-07-01T00:00:00.000,2022-07-01T00:00:00.000,2022-07-01T00:00:00.000,15000000,Contratación directa,Servicios profesionales y apoyo a la gestión,5,Mes(es),Barranquilla,UNIDAD DE CONTRATACIÓN,0,0,0,0,0,0,0,0,0,Seleccionado,70,No,No Adjudicado,No Definido,No Definido,No Definido,0,No Adjudicado,No Definido,No Definido,V1.80111600,Abierto,Prestación de servicios,No Definido,No definido,{'url': 'https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.3003852'},714296092,Presentación de oferta,,,,,,
GOBERNACION DE CALDAS,890801052,Caldas,No Definido,Territorial,Centralizada,CO1.REQ.3079619,CD-SI-1027-2022,700613011,CO1.BDOS.2997303,Aunar esfuerzos para el sostenimiento y Conservación Rutinaria Manual del tramo vial Salon Rojo - Alto Maiba  (K 0+000  - K2+700) con una longitud total de 2;7 km,"Aunar esfuerzos para el sostenimiento y Conservación Rutinaria Manual del tramo vial Salon Rojo - Alto Maiba  (K 0+000  - K2+700) con una longitud total de 2,7 km  de orden Departamental de acuerdo con las especificaciones técnicas que hacen parte integral del Convenio.",Presentación de oferta,2022-07-01T00:00:00.000,2022-07-01T00:00:00.000,2022-07-01T00:00:00.000,3197788,Contratación Directa (con ofertas),Contratos o convenios Interadministrativos (con valor),5,día(s),Manizales,SECRETARIA DE INFRAESTRUCTURA (SI),1,1,1,0,0,0,0,0,0,Cancelado,100,No,No Adjudicado,No Definido,No Definido,No Definido,0,No Adjudicado,No Definido,No Definido,V1.72141000,Abierto,Obra,No Definido,No definido,{'url': 'https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.3003992'},700613011,Presentación de oferta,2022-07-08T00:00:00.000,,,,,
ALCALDIA MUNICIPAL DE LA UNION,890981995,Antioquia,No Definido,Territorial,Centralizada,CO1.REQ.3085639,20220161PSSD.,704335538,CO1.BDOS.3003222,PRESTACIÓN DE SERVICIOS PROFESIONALES DE UN COMUNICADOR SOCIAL PARA LA TRASMISIÓN Y COBERTURA DE LOS DIFERENTES EVENTOS PROGRAMADOS EN EL MARCO DE LA CELEBRACIÓN DE LAS FIESTAS FOLCLÓRICAS Y POPULARES,PRESTACIÓN DE SERVICIOS PROFESIONALES DE UN COMUNICADOR SOCIAL PARA LA TRASMISIÓN Y COBERTURA DE LOS DIFERENTES EVENTOS PROGRAMADOS EN EL MARCO DE LA CELEBRACIÓN DE LAS FIESTAS FOLCLÓRICAS Y POPULARES DE LA PAPA VERSIÓN 40.,Fase de ofertas,2022-07-01T00:00:00.000,2022-07-01T00:00:00.000,2022-07-01T00:00:00.000,3000000,Contratación directa,Servicios profesionales y apoyo a la gestión,8,día(s),La Unión,SECRETARÍA DE DESARROLLO Y BIENESTAR SOCIAL,0,0,0,0,0,0,0,0,0,Seleccionado,70,No,No Adjudicado,No Definido,No Definido,No Definido,0,No Adjudicado,No Definido,No Definido,V1.83121701,Abierto,Prestación de servicios,No Definido,No definido,{'url': 'https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.3006388'},704335538,Fase de ofertas,,,,,,
MINISTERIO DE MINAS Y ENERGIA,899999022,Distrito Capital de Bogotá,Bogotá,Nacional,Centralizada,CO1.REQ.3083115,RE-1058-2022,700077019,CO1.BDOS.3000509,Especialista de Analítica,"Contratar los servicios de consultoría individual de un especialista de analítica para asesorar y apoyar al ministerio de minas y energía, a fin de implementar la construcción del sistema de integración, interoperabilidad y analítica avanzada de datos del sector minero energético colombiano, el cual se financia con recursos del contrato de préstamo BID 3594/OC-CO.",Presentación de oferta,2022-07-01T00:00:00.000,2022-07-01T00:00:00.000,2022-07-01T00:00:00.000,72000000,Contratación régimen especial,Decreto 092 de 2017,180,día(s),Bogotá,Gestión contractual,0,0,0,0,0,0,0,0,0,Seleccionado,70,No,No Adjudicado,No Definido,No Definido,No Definido,0,No Adjudicado,No Definido,No Definido,V1.80101500,Abierto,Decreto 092 de 2017,No Definido,No definido,{'url': 'https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.3003879'},700077019,Presentación de oferta,,,,,,
Institución Universitaria Pascual Bravo COMPRADOR,8909801583,Antioquia,Medellín,Nacional,Centralizada,CO1.REQ.3084952,VAD 767 DE 2022,712721034,CO1.BDOS.3002419,VAD 767 DE 2022,"Prestación de servicios profesionales por su cuenta y riesgo, sin vinculo laboral para el apoyo en la gestión en las acciones de acompañamiento social de la Dirección de Bienestar Universitario de la Institución Universitaria Pascual Bravo",Fase de ofertas,2022-07-01T00:00:00.000,2022-07-01T00:00:00.000,2022-07-01T00:00:00.000,17818468,Contratación directa,Servicios profesionales y apoyo a la gestión,166,día(s),Medellín,Gestión Jurídica,0,0,0,0,0,0,0,0,0,Seleccionado,70,No,No Adjudicado,No Definido,No Definido,No Definido,0,No Adjudicado,No Definido,No Definido,V1.80111600,Abierto,Prestación de servicios,No Definido,No definido,{'url': 'https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.3005738'},712721034,Fase de ofertas,,,,,,
GOBERNACIÓN DE LA GUAJIRA,8921150151,La Guajira,Riohacha,Territorial,Centralizada,CO1.REQ.3081516,CONVENIO INTERAMINISTRATIVO 026 DE 2022,702594383,CO1.BDOS.2999203,CONVENIO INTERAMINISTRATIVO 026 DE 2022,"prestación de servicios y tecnologías efectuadas en zonas alejadas o de difícil acceso, con las empresas sociales del estado beneficiarias del subcomponente del subsidio a la oferta del sistema general de participaciones ubicadas en zonas que sean monopolio en servicios trazadores y no sostenibles, con el fin de cumplir las metas de calidad en la prestación de los servicios de salud, en el municipio de Molino",Presentación de oferta,2022-07-01T00:00:00.000,2022-07-01T00:00:00.000,2022-07-01T00:00:00.000,98729195,Contratación directa,Servicios profesionales y apoyo a la gestión,6,Mes(es),Riohacha,Gobernación de La Guajira,0,0,0,0,0,0,0,0,0,Seleccionado,70,No,No Adjudicado,No Definido,No Definido,No Definido,0,No Adjudicado,No Definido,No Definido,V1.85101500,Abierto,Prestación de servicios,No Definido,No definido,{'url': 'https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.3006202'},702594383,Presentación de oferta,,,,,,
SENA REGIONAL CALDAS CENTRO DE AUTOMATIZACION INDUSTRIAL,899999034,Caldas,Manizales,Nacional,Descentralizada,CO1.REQ.3084351,SOLICI COT-  60 MANTENIMIENTO CAM CAI-2022,708320866,CO1.BDOS.3001670,SOLICI COT-  60 MANTENIMIENTO CAM CAI-2022,"Contratar el mantenimiento de maquinaria y equipo el desarrollo del proyecto SENNOVA   Fortalecimiento de la oferta de servicios tecnológicos brindados por el taller cam al sector productivo y comunidad sena, cumpliendo con los requisitos de la norma iso 9001:2015 para la vigencia 2022  del Centro de Automatización Industrial Regional Caldas, según relación detallada en la ficha técnica.",Presentación de oferta,2022-07-01T00:00:00.000,2022-07-01T00:00:00.000,2022-07-01T00:00:00.000,0,Solicitud de información a los Proveedores,No,90,día(s),Manizales,SOLICITUD COTIZACIONES,110,0,5,0,0,0,0,0,0,Evaluación,60,No,No Adjudicado,No Definido,No Definido,No Definido,0,No Adjudicado,No Definido,No Definido,V1.73152101,Abierto,No,No Definido,No definido,{'url': 'https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.3004669'},708320866,Presentación de oferta,2022-07-07T00:00:00.000,2022-07-01T00:00:00.000,,,,
Institución Universitaria Pascual Bravo COMPRADOR,8909801583,Antioquia,Medellín,Nacional,Centralizada,CO1.REQ.3085407,VAD 828 DE 2022,712721034,CO1.BDOS.3003016,VAD 828 DE 2022,"Prestación de servicios por su cuenta y riesgo, sin vínculo laboral para apoyar la gestión del área de Admisiones y Registro Académico de la Institución Universitaria Pascual Bravo",Fase de ofertas,2022-07-01T00:00:00.000,2022-07-01T00:00:00.000,2022-07-01T00:00:00.000,15399582,Contratación directa,Servicios profesionales y apoyo a la gestión,6,Mes(es),Medellín,Gestión Jurídica,0,0,0,0,0,0,0,0,0,Seleccionado,70,No,No Adjudicado,No Definido,No Definido,No Definido,0,No Adjudicado,No Definido,No Definido,V1.80111600,Abierto,Prestación de servicios,No Definido,No definido,{'url': 'https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.3005651'},712721034,Fase de ofertas,,,,,,
LOTERIA DE BOGOTA,899999270,Distrito Capital de Bogotá,Bogotá,Territorial,Centralizada,CO1.REQ.3084984,CD 33 DE 2022,701129264,CO1.BDOS.3002906,PRESTACION PRESTACION PROFESIONALES,"Prestar los servicios profesionales de Ingeniero de Sistemas para apoyar a la Lotería de Bogotá en la definición de controles al  sistema de control y auditoría del juego de apuestas permanentes y en el soporte técnico y tecnológico al sistema misional, administrativo y financiero de la Empresa.",Presentación de oferta,2022-07-01T00:00:00.000,2022-07-01T00:00:00.000,2022-07-01T00:00:00.000,125112000,Contratación régimen especial,Regla aplicable,12,Mes(es),Bogotá,UNIDAD DE CONTRATACIÓN 2020,0,0,0,0,0,0,0,0,0,Seleccionado,70,No,No Adjudicado,No Definido,No Definido,No Definido,0,No Adjudicado,No Definido,No Definido,V1.80101602,Abierto,Prestación de servicios,No Definido,No definido,{'url': 'https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.3005653'},701129264,Presentación de oferta,,,,,,
Municipio de Montenegro--,890000858,Quindío,Montenegro,Territorial,Centralizada,CO1.REQ.3084627,CD-PSA-194-2022,703030957,CO1.BDOS.3002041,PRESTAR SERVICIOS DE APOYO A LA GESTIÓN EN ACTIVIDADES RELACIONADAS CON EL CUIDADO Y ACONDICIONAMIENTO DE LOS DIFERENTES BIENES INMUEBLES DE PROPIEDAD DEL MUNICIPIO DE MONTENEGRO QUINDÍO,PRESTAR SERVICIOS DE APOYO A LA GESTIÓN EN ACTIVIDADES RELACIONADAS CON EL CUIDADO Y ACONDICIONAMIENTO DE LOS DIFERENTES BIENES INMUEBLES DE PROPIEDAD DEL MUNICIPIO DE MONTENEGRO QUINDÍO,Fase de ofertas,2022-07-01T00:00:00.000,2022-07-01T00:00:00.000,2022-07-01T00:00:00.000,5200000,Contratación directa,Servicios profesionales y apoyo a la gestión,4,Mes(es),Montenegro,Dirección Administrativa,0,0,0,0,0,0,0,0,0,Seleccionado,70,No,No Adjudicado,No Definido,No Definido,No Definido,0,No Adjudicado,No Definido,No Definido,V1.80111600,Abierto,Prestación de servicios,No Definido,No definido,{'url': 'https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.3005226'},703030957,Fase de ofertas,,,,,,
Institución Universitaria Pascual Bravo COMPRADOR,8909801583,Antioquia,Medellín,Nacional,Centralizada,CO1.REQ.3085828,PS-1436 DE 2022,712721034,CO1.BDOS.3003320,Prestación de Servicios Profesionales,"Prestación de Servicios Profesionales como contratista independiente sin vínculo laboral por su propia cuenta y riesgo, para el apoyo al Componente Urbano de la Gerencia de Movilidad Humana, en cumplimiento de las obligaciones contraídas en el Contrato Interadministrativo 4600089462 de 2021, celebrado entre el Municipio de Medellín - Secretaría de Movilidad y la Institución Universitaria Pascual Bravo.",Presentación de oferta,2022-07-01T00:00:00.000,2022-07-01T00:00:00.000,2022-07-01T00:00:00.000,3990000,Contratación directa,Servicios profesionales y apoyo a la gestión,19,día(s),Medellín,PITS,0,0,0,0,0,0,0,0,0,Seleccionado,70,No,No Adjudicado,No Definido,No Definido,No Definido,0,No Adjudicado,No Definido,No Definido,V1.80111600,Abierto,Prestación de servicios,No Definido,No definido,{'url': 'https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.3006624'},712721034,Presentación de oferta,,,,,,
